id,weight,fat,type,price,outlet
NCK53,,Low Fat,Health and Hygiene,101.1042,Grocery Store
FDG45,8.1,Low Fat,Fruits and Vegetables,213.2902,Supermarket Type1
DRH15,8.775,Low Fat,Dairy,45.0428,Supermarket Type1
FDO21,,Regular,Snack Foods,224.0404,Grocery Store
FDD14,,LF,Canned,184.2266,Supermarket Type3
FDC09,15.5,Regular,Fruits and Vegetables,102.7332,Supermarket Type1
FDH45,,Regular,Fruits and Vegetables,43.2796,Supermarket Type3
FDV32,7.785,Low Fat,Fruits and Vegetables,65.051,Supermarket Type1
FDG12,6.635,Regular,Baking Goods,119.1098,Supermarket Type1
FDS32,17.75,Regular,Fruits and Vegetables,140.1838,Supermarket Type1
NCL55,12.15,Low Fat,Others,251.204,Supermarket Type2
DRE01,10.1,Low Fat,Soft Drinks,243.5512,Supermarket Type1
DRE15,13.35,Low Fat,Dairy,77.0012,Supermarket Type1
NCL42,18.85,Low Fat,Household,247.0144,Supermarket Type1
FDP31,21.1,Regular,Fruits and Vegetables,64.0168,Supermarket Type1
FDN33,6.305,Regular,Snack Foods,93.5436,Supermarket Type2
FDZ59,6.63,Regular,Baking Goods,164.85,Supermarket Type1
FDE45,12.1,Low Fat,Fruits and Vegetables,178.3002,Grocery Store
FDJ07,7.26,Low Fat,Meat,118.415,Supermarket Type1
FDQ45,9.5,Regular,Snack Foods,184.4608,Supermarket Type2
FDM33,,Low Fat,Snack Foods,219.1798,Supermarket Type3
FDO15,16.75,Regular,Meat,75.7038,Grocery Store
FDM46,7.365,Low Fat,Snack Foods,92.512,Supermarket Type1
FDR03,15.7,Regular,Meat,205.698,Supermarket Type1
FDY49,17.2,Regular,Canned,166.4184,Supermarket Type2
FDQ60,6.195,Regular,Baking Goods,118.8098,Supermarket Type1
FDW10,21.2,Low Fat,Snack Foods,176.137,Supermarket Type1
FDO51,6.785,Regular,Meat,44.6112,Supermarket Type1
FDJ40,13.6,Regular,Frozen Foods,108.7912,Supermarket Type2
FDS20,8.85,Low Fat,Fruits and Vegetables,182.2292,Supermarket Type2
FDU45,15.6,Regular,Snack Foods,112.4518,Supermarket Type1
FDV02,16.75,Low Fat,Dairy,169.4106,Supermarket Type1
FDN09,14.15,Low Fat,Snack Foods,242.2828,Supermarket Type1
NCM55,,Low Fat,Others,186.6924,Supermarket Type3
FDN23,6.575,Regular,Breads,144.6444,Supermarket Type2
FDY31,5.98,Low Fat,Fruits and Vegetables,145.1418,Grocery Store
FDW03,5.63,Regular,Meat,106.5306,Grocery Store
FDD14,20.7,Low Fat,Canned,183.4266,Supermarket Type1
FDV23,11,Low Fat,Breads,125.7046,Supermarket Type1
DRI03,6.03,Low Fat,Dairy,175.7028,Supermarket Type1
FDN13,18.6,Low Fat,Breakfast,99.3358,Supermarket Type1
FDF45,,Regular,Fruits and Vegetables,59.7904,Supermarket Type3
FDU46,10.3,Regular,Snack Foods,87.454,Supermarket Type1
FDB57,20.25,Regular,Fruits and Vegetables,222.3772,Supermarket Type1
FDV12,16.7,Regular,Baking Goods,99.6384,Supermarket Type1
FDQ58,7.315,Low Fat,Snack Foods,151.134,Supermarket Type1
NCA18,10.1,Low Fat,Household,115.9492,Supermarket Type1
FDH52,9.42,Regular,Frozen Foods,61.3194,Supermarket Type1
FDM24,6.135,Regular,Baking Goods,150.1366,Supermarket Type2
NCP43,,Low Fat,Others,181.166,Supermarket Type3
NCO18,,Low Fat,Household,176.4686,Grocery Store
FDM32,20.5,LF,Fruits and Vegetables,91.183,Supermarket Type1
NCL07,13.85,Low Fat,Others,37.948,Supermarket Type1
FDK03,12.6,Regular,Dairy,253.2356,Supermarket Type1
FDP59,20.85,Regular,Breads,102.2648,Supermarket Type1
FDQ24,15.7,Low Fat,Baking Goods,250.6724,Supermarket Type1
FDQ16,19.7,Low Fat,Frozen Foods,109.5912,Supermarket Type2
FDU44,12.15,Regular,Fruits and Vegetables,160.6552,Supermarket Type1
FDH28,15.85,Regular,Frozen Foods,38.6506,Grocery Store
FDV28,,Regular,Frozen Foods,35.6558,Grocery Store
FDM22,14,Regular,Snack Foods,53.864,Supermarket Type1
FDR56,15.5,Regular,Fruits and Vegetables,196.0768,Supermarket Type1
FDV39,11.3,Low Fat,Meat,196.8426,Supermarket Type1
FDU37,,Regular,Canned,80.496,Grocery Store
FDQ11,5.695,Regular,Breads,256.4988,Grocery Store
FDX02,16,Low Fat,Dairy,223.5404,Supermarket Type1
NCS42,8.6,Low Fat,Household,92.6146,Supermarket Type2
FDY57,,Regular,Snack Foods,94.6752,Supermarket Type3
FDB21,7.475,Low Fat,Fruits and Vegetables,241.8854,Supermarket Type1
FDE28,9.5,Regular,Frozen Foods,229.8668,Supermarket Type1
FDQ55,13.65,Regular,Fruits and Vegetables,113.2834,Supermarket Type1
FDA48,12.1,Low Fat,Baking Goods,222.6114,Supermarket Type1
FDZ19,6.425,Low Fat,Fruits and Vegetables,174.3712,Supermarket Type1
NCC43,7.39,Low Fat,Household,252.4066,Supermarket Type1
NCV18,6.775,Low Fat,Household,81.925,Supermarket Type1
NCA42,6.965,Low Fat,Household,159.0604,Supermarket Type2
FDY45,17.5,Low Fat,Snack Foods,256.3356,Supermarket Type1
NCC30,16.6,Low Fat,Household,178.8344,Supermarket Type1
FDM57,11.65,Regular,Snack Foods,85.3908,Supermarket Type1
FDL09,19.6,Regular,Snack Foods,166.7816,Grocery Store
FDB09,,Low Fat,Fruits and Vegetables,124.8046,Supermarket Type3
FDT44,16.6,Low Fat,Fruits and Vegetables,118.8466,Supermarket Type1
NCT06,,Low Fat,Household,164.2842,Supermarket Type3
FDX26,17.7,Low Fat,Dairy,183.3292,Supermarket Type1
FDK32,16.25,reg,Fruits and Vegetables,153.0682,Supermarket Type1
DRA12,11.6,Low Fat,Soft Drinks,142.9154,Supermarket Type1
FDO46,9.6,Regular,Snack Foods,187.8872,Grocery Store
FDE52,10.395,Regular,Dairy,86.6514,Supermarket Type1
NCH42,6.86,Low Fat,Household,230.201,Supermarket Type1
FDV08,7.35,Low Fat,Fruits and Vegetables,42.0454,Supermarket Type1
FDB47,8.8,Low Fat,Snack Foods,210.6612,Supermarket Type2
FDC28,7.905,Low Fat,Frozen Foods,110.5254,Grocery Store
FDD22,10,Low Fat,Snack Foods,113.7544,Supermarket Type1
FDS07,,Low Fat,Fruits and Vegetables,115.2518,Supermarket Type3
DRI13,15.35,Low Fat,Soft Drinks,216.9508,Supermarket Type1
FDG32,19.85,Low Fat,Fruits and Vegetables,222.9772,Supermarket Type2
FDU14,17.75,Low Fat,Dairy,250.275,Supermarket Type1
FDD28,,Low Fat,Frozen Foods,58.7904,Grocery Store
NCP41,16.6,Low Fat,Health and Hygiene,109.5596,Supermarket Type1
FDS08,5.735,Low Fat,Fruits and Vegetables,175.037,Supermarket Type1
FDX47,6.55,Regular,Breads,157.5288,Supermarket Type1
FDC53,,Low Fat,Frozen Foods,100.4384,Grocery Store
FDQ19,7.35,Regular,Fruits and Vegetables,241.1512,Supermarket Type1
FDL14,8.115,Regular,Canned,154.8972,Supermarket Type1
FDM33,,LF,Snack Foods,221.1798,Grocery Store
FDA51,8.05,Regular,Dairy,113.2518,Supermarket Type1
FDZ27,7.935,Low Fat,Dairy,48.635,Supermarket Type2
FDT04,17.25,LF,Frozen Foods,41.2822,Supermarket Type1
DRC13,8.26,Regular,Soft Drinks,124.773,Supermarket Type1
FDR16,,Regular,Frozen Foods,214.7218,Supermarket Type3
FDQ03,,Regular,Meat,236.2248,Supermarket Type3
FDE38,6.52,Low Fat,Canned,167.7842,Supermarket Type1
DRH23,,Low Fat,Hard Drinks,57.0614,Supermarket Type3
FDT11,,Regular,Breads,187.7556,Grocery Store
FDD09,13.5,Low Fat,Fruits and Vegetables,179.6976,Supermarket Type1
FDR40,9.1,Regular,Frozen Foods,81.9618,Supermarket Type1
FDX07,19.2,Regular,Fruits and Vegetables,183.495,Supermarket Type1
FDR07,21.35,Low Fat,Fruits and Vegetables,97.0094,Supermarket Type1
FDA51,8.05,Regular,Dairy,114.2518,Supermarket Type1
FDT59,,Low Fat,Breads,230.2668,Grocery Store
FDF20,12.85,Low Fat,Fruits and Vegetables,195.0768,Supermarket Type1
FDR13,9.895,Regular,Canned,114.8492,Supermarket Type1
FDY26,20.6,Regular,Dairy,210.2244,Supermarket Type1
FDW04,8.985,Regular,Frozen Foods,129.831,Supermarket Type1
FDK52,18.25,Low Fat,Frozen Foods,226.9062,Supermarket Type1
FDN60,15.1,Low Fat,Baking Goods,157.1604,Supermarket Type1
FDM09,,Regular,Snack Foods,170.879,Grocery Store
FDP46,15.35,Low Fat,Snack Foods,87.883,Supermarket Type1
FDB50,,Low Fat,Canned,79.1986,Grocery Store
NCQ29,12,Low Fat,Health and Hygiene,258.8278,Supermarket Type1
FDP16,,Low Fat,Frozen Foods,245.3802,Supermarket Type3
FDX33,9.195,Regular,Snack Foods,161.1578,Supermarket Type2
FDP07,18.2,LF,Fruits and Vegetables,195.411,Grocery Store
FDN22,18.85,Regular,Snack Foods,251.1724,Supermarket Type1
FDF39,14.85,Regular,Dairy,261.691,Supermarket Type1
FDS21,19.85,Regular,Snack Foods,60.7194,Supermarket Type1
NCM42,6.13,LF,Household,107.1912,Supermarket Type1
FDK50,,Low Fat,Canned,163.4894,Grocery Store
DRF13,,Low Fat,Soft Drinks,146.9444,Supermarket Type3
FDH35,18.25,Low Fat,Starchy Foods,163.9526,Supermarket Type2
FDP60,17.35,Low Fat,Baking Goods,99.5016,Supermarket Type2
DRJ49,,Low Fat,Soft Drinks,130.1652,Supermarket Type3
NCT42,,Low Fat,Household,148.3392,Grocery Store
FDE38,6.52,Low Fat,Canned,167.6842,Supermarket Type1
FDI04,13.65,Regular,Frozen Foods,198.6426,Supermarket Type1
NCH54,13.5,Low Fat,Household,157.892,Supermarket Type1
FDT56,16,Regular,Fruits and Vegetables,58.9246,Supermarket Type1
DRD15,10.6,Low Fat,Dairy,232.3642,Supermarket Type2
FDV58,20.85,Low Fat,Snack Foods,193.8452,Supermarket Type1
FDP21,7.42,Regular,Snack Foods,187.0872,Supermarket Type1
FDH05,14.35,Regular,Frozen Foods,232.7984,Supermarket Type1
FDR10,,Low Fat,Snack Foods,161.5552,Supermarket Type3
NCP06,20.7,Low Fat,Household,149.4366,Supermarket Type1
FDF33,7.97,Low Fat,Seafood,106.4596,Supermarket Type1
DRK37,5,Low Fat,Soft Drinks,188.353,Supermarket Type1
DRH49,19.7,Low Fat,Soft Drinks,84.2592,Supermarket Type1
FDT58,9,Low Fat,Snack Foods,167.4816,Supermarket Type1
FDD41,6.765,Regular,Frozen Foods,104.3306,Supermarket Type2
FDP40,4.555,Regular,Frozen Foods,110.3544,Supermarket Type2
FDM51,,Regular,Meat,101.6674,Supermarket Type3
FDO45,13.15,Regular,Snack Foods,86.3856,Grocery Store
FDW33,9.395,Low Fat,Snack Foods,106.528,Grocery Store
FDY24,4.88,Regular,Baking Goods,54.1298,Supermarket Type1
FDB10,10,Low Fat,Snack Foods,237.559,Grocery Store
FDM40,10.195,Low Fat,Frozen Foods,141.7154,Supermarket Type1
NCI06,11.3,Low Fat,Household,180.866,Supermarket Type1
FDW12,,Regular,Baking Goods,143.5444,Grocery Store
FDX48,,Regular,Baking Goods,154.8656,Supermarket Type3
NCW05,,Low Fat,Health and Hygiene,107.0938,Supermarket Type3
FDX27,20.7,Regular,Dairy,95.1436,Supermarket Type1
DRM37,15.35,Low Fat,Soft Drinks,198.2768,Supermarket Type1
FDA38,5.44,LF,Dairy,241.5538,Supermarket Type1
FDR36,6.715,Regular,Baking Goods,40.0454,Supermarket Type1
FDZ45,14.1,Low Fat,Snack Foods,198.8084,Supermarket Type1
FDG05,11,Regular,Frozen Foods,158.463,Supermarket Type1
FDK28,5.695,Low Fat,Frozen Foods,258.5646,Supermarket Type1
FDV47,17.1,Low Fat,Breads,85.7566,Supermarket Type1
FDN21,18.6,Low Fat,Snack Foods,160.5236,Supermarket Type1
FDP20,,low fat,Fruits and Vegetables,127.202,Supermarket Type3
FDI35,14,Low Fat,Starchy Foods,181.7634,Supermarket Type1
DRY23,9.395,reg,Soft Drinks,43.3112,Supermarket Type1
FDA56,9.21,Low Fat,Fruits and Vegetables,122.7414,Supermarket Type1
FDB09,16.25,Low Fat,Fruits and Vegetables,123.2046,Supermarket Type1
NCO26,,Low Fat,Household,117.3492,Supermarket Type3
FDQ49,20.2,Regular,Breakfast,156.563,Supermarket Type2
FDI52,,Low Fat,Frozen Foods,122.4072,Supermarket Type3
FDZ44,,Low Fat,Fruits and Vegetables,117.4808,Supermarket Type3
FDZ09,17.6,Low Fat,Snack Foods,164.3868,Supermarket Type2
FDY03,17.6,Regular,Meat,113.1202,Supermarket Type1
NCG42,19.2,LF,Household,129.931,Supermarket Type1
DRI13,,Low Fat,Soft Drinks,218.0508,Supermarket Type3
FDQ32,17.85,Regular,Fruits and Vegetables,125.6388,Supermarket Type1
FDW16,17.35,Regular,Frozen Foods,90.9804,Supermarket Type1
FDU27,18.6,Regular,Meat,47.0376,Supermarket Type1
FDR28,13.85,Regular,Frozen Foods,162.821,Grocery Store
FDQ49,20.2,Regular,Breakfast,158.163,Grocery Store
FDS37,7.655,Low Fat,Canned,116.1492,Supermarket Type1
FDW26,11.8,Regular,Dairy,220.4772,Supermarket Type2
FDX12,18.2,Regular,Baking Goods,241.1196,Supermarket Type2
NCP06,20.7,Low Fat,Household,150.7366,Supermarket Type1
FDW45,18,Low Fat,Snack Foods,145.2418,Grocery Store
NCN30,16.35,Low Fat,Household,94.541,Supermarket Type1
FDN24,14.1,Low Fat,Baking Goods,53.0956,Supermarket Type1
NCL41,,Low Fat,Health and Hygiene,32.8216,Supermarket Type3
FDR02,,Low Fat,Dairy,109.4886,Grocery Store
FDD09,13.5,Low Fat,Fruits and Vegetables,180.8976,Grocery Store
FDS33,6.67,Regular,Snack Foods,86.5514,Grocery Store
FDU22,12.35,Low Fat,Snack Foods,119.6124,Supermarket Type1
FDI53,8.895,Regular,Frozen Foods,162.5236,Supermarket Type1
DRH01,17.5,Low Fat,Soft Drinks,175.7738,Supermarket Type1
FDX32,15.1,Regular,Fruits and Vegetables,142.9786,Supermarket Type1
NCP30,20.5,Low Fat,Household,39.7822,Supermarket Type2
FDB60,9.3,Low Fat,Baking Goods,195.9136,Supermarket Type1
FDB14,20.25,Regular,Canned,93.412,Supermarket Type1
NCP02,7.105,Low Fat,Household,58.0562,Supermarket Type1
FDJ10,5.095,Regular,Snack Foods,140.3838,Supermarket Type1
FDG34,11.5,Regular,Snack Foods,110.5254,Supermarket Type1
NCB18,19.6,Low Fat,Household,87.8514,Supermarket Type1
FDM16,8.155,Regular,Frozen Foods,74.2354,Supermarket Type1
FDW25,5.175,Low Fat,Canned,84.1224,Supermarket Type2
FDB35,12.3,Regular,Starchy Foods,91.2804,Grocery Store
DRN11,7.85,Low Fat,Hard Drinks,143.2444,Supermarket Type1
FDF41,,Low Fat,Frozen Foods,248.246,Grocery Store
FDH16,10.5,Low Fat,Frozen Foods,88.183,Supermarket Type1
NCQ50,18.75,Low Fat,Household,212.5218,Supermarket Type2
DRH23,14.65,Low Fat,Hard Drinks,57.1614,Supermarket Type2
DRJ37,10.8,Low Fat,Soft Drinks,151.9024,Supermarket Type1
DRJ24,,Low Fat,Soft Drinks,184.7924,Supermarket Type3
FDY16,18.35,Regular,Frozen Foods,183.4266,Supermarket Type1
FDQ27,5.19,Regular,Meat,105.199,Supermarket Type1
FDZ33,10.195,Low Fat,Snack Foods,148.6076,Supermarket Type1
FDF29,15.1,Regular,Frozen Foods,131.331,Supermarket Type1
FDA08,11.85,Regular,Fruits and Vegetables,163.1526,Supermarket Type1
FDG31,12.15,Low Fat,Meat,65.1826,Supermarket Type1
FDE34,,low fat,Snack Foods,183.3634,Grocery Store
NCR30,,Low Fat,Household,73.7696,Supermarket Type3
FDV33,9.6,Regular,Snack Foods,258.1304,Supermarket Type1
DRZ24,7.535,Low Fat,Soft Drinks,120.244,Supermarket Type2
NCL54,12.6,Low Fat,Household,173.5054,Supermarket Type1
FDR12,12.6,Regular,Baking Goods,172.8764,Supermarket Type1
NCC54,17.75,Low Fat,Health and Hygiene,241.9196,Supermarket Type1
DRN59,15,Low Fat,Hard Drinks,45.906,Supermarket Type1
FDX50,,Low Fat,Dairy,110.3228,Grocery Store
FDV31,,Low Fat,Fruits and Vegetables,178.437,Supermarket Type3
NCA29,,Low Fat,Household,172.8106,Supermarket Type3
FDW60,5.44,Regular,Baking Goods,176.837,Supermarket Type1
FDX08,12.85,Low Fat,Fruits and Vegetables,182.4318,Supermarket Type1
DRD49,9.895,Low Fat,Soft Drinks,236.4564,Supermarket Type1
FDD33,12.85,Low Fat,Fruits and Vegetables,231.2642,Supermarket Type1
FDW35,10.6,Low Fat,Breads,42.2454,Supermarket Type1
FDJ36,14.5,Regular,Baking Goods,102.9332,Supermarket Type1
FDV51,16.35,Low Fat,Meat,166.3842,Supermarket Type1
FDW36,11.15,Low Fat,Baking Goods,106.4622,Supermarket Type1
FDH35,18.25,Low Fat,Starchy Foods,165.2526,Supermarket Type1
NCS30,,Low Fat,Household,130.9652,Supermarket Type3
FDN49,17.25,Regular,Breakfast,38.248,Supermarket Type1
FDL08,10.8,Low Fat,Fruits and Vegetables,246.0144,Supermarket Type2
FDI09,20.75,Regular,Seafood,240.088,Supermarket Type1
FDP19,11.5,Low Fat,Fruits and Vegetables,129.4652,Supermarket Type2
FDU21,11.8,Regular,Snack Foods,33.0558,Grocery Store
NCP41,16.6,Low Fat,Health and Hygiene,107.6596,Supermarket Type1
FDY10,17.6,Low Fat,Snack Foods,112.6176,Supermarket Type1
FDP12,9.8,Regular,Baking Goods,36.2874,Supermarket Type2
NCN26,10.85,Low Fat,Household,116.0808,Supermarket Type1
FDK44,16.6,LF,Fruits and Vegetables,174.4738,Supermarket Type1
FDC28,7.905,Low Fat,Frozen Foods,109.1254,Supermarket Type1
FDJ41,,Low Fat,Frozen Foods,263.2594,Supermarket Type3
NCT29,12.6,Low Fat,Health and Hygiene,123.5414,Supermarket Type1
NCH42,,Low Fat,Household,228.401,Grocery Store
FDU60,20,Regular,Baking Goods,167.1132,Supermarket Type2
FDS02,10.195,Regular,Dairy,193.1794,Supermarket Type1
FDC51,10.895,Regular,Dairy,123.073,Supermarket Type1
FDU03,18.7,Regular,Meat,182.6292,Supermarket Type1
FDX39,14.3,Regular,Meat,211.7586,Supermarket Type1
NCY05,13.5,Low Fat,Health and Hygiene,36.6874,Grocery Store
NCL06,,Low Fat,Household,259.9594,Supermarket Type3
FDD32,17.7,Regular,Fruits and Vegetables,80.0276,Supermarket Type1
NCN41,17,Low Fat,Health and Hygiene,122.773,Supermarket Type1
NCX53,20.1,Low Fat,Health and Hygiene,141.5154,Supermarket Type1
FDU57,,Regular,Snack Foods,149.8708,Grocery Store
FDQ23,6.55,Low Fat,Breads,104.0332,Supermarket Type1
FDQ52,17,Low Fat,Frozen Foods,249.0434,Supermarket Type1
FDC14,14.5,Regular,Canned,40.1454,Supermarket Type1
FDY09,15.6,Low Fat,Snack Foods,176.8054,Supermarket Type1
FDQ28,14,Regular,Frozen Foods,156.4656,Supermarket Type1
FDV25,5.905,LF,Canned,221.0456,Supermarket Type1
FDJ07,7.26,Low Fat,Meat,116.215,Supermarket Type1
DRB25,12.3,Low Fat,Soft Drinks,106.0938,Supermarket Type1
FDK52,,Low Fat,Frozen Foods,225.4062,Grocery Store
FDY52,,Low Fat,Frozen Foods,63.1536,Supermarket Type3
FDB28,6.615,Low Fat,Dairy,197.8426,Supermarket Type1
FDT36,12.3,Low Fat,Baking Goods,36.0874,Supermarket Type1
FDV25,5.905,Low Fat,Canned,222.1456,Supermarket Type1
NCN07,,Low Fat,Others,130.4284,Supermarket Type3
FDC57,20.1,Regular,Fruits and Vegetables,193.282,Supermarket Type1
FDQ03,15,Regular,Meat,236.7248,Supermarket Type2
FDU23,12.15,Low Fat,Breads,167.1184,Supermarket Type1
NCX41,19,Low Fat,Health and Hygiene,212.6244,Supermarket Type1
NCD06,13,Low Fat,Household,46.706,Supermarket Type1
FDW08,12.1,LF,Fruits and Vegetables,106.728,Supermarket Type1
NCU29,7.685,LF,Health and Hygiene,145.076,Supermarket Type1
NCE06,5.825,Low Fat,Household,160.9894,Supermarket Type1
FDV52,20.7,Regular,Frozen Foods,117.9466,Grocery Store
FDB02,9.695,Regular,Canned,176.637,Supermarket Type1
NCR18,15.85,Low Fat,Household,42.9112,Supermarket Type1
FDK16,9.065,Low Fat,Frozen Foods,94.4094,Supermarket Type1
NCQ29,12,Low Fat,Health and Hygiene,258.7278,Grocery Store
FDZ01,,Regular,Canned,103.499,Grocery Store
FDW27,5.86,Regular,Meat,157.0314,Supermarket Type1
FDD17,7.5,Low Fat,Frozen Foods,237.8906,Supermarket Type2
FDW39,6.69,Regular,Meat,176.637,Supermarket Type1
DRH59,10.8,Low Fat,Hard Drinks,72.638,Supermarket Type1
FDS52,8.89,Low Fat,Frozen Foods,101.7016,Supermarket Type1
FDU40,,Low Fat,Frozen Foods,195.2478,Supermarket Type3
NCF54,18,Low Fat,Household,173.6422,Supermarket Type1
FDH46,6.935,Regular,Snack Foods,102.8332,Supermarket Type1
NCP14,8.275,Low Fat,Household,103.6306,Supermarket Type1
FDH50,15,Regular,Canned,185.2266,Supermarket Type1
DRF15,18.35,Low Fat,Dairy,153.534,Grocery Store
FDV27,,Regular,Meat,87.4514,Supermarket Type3
NCJ06,20.1,Low Fat,Household,120.1782,Supermarket Type1
FDN02,16.5,Low Fat,Canned,205.4638,Supermarket Type2
FDQ51,16,Regular,Meat,45.9718,Supermarket Type1
FDQ07,15.1,Regular,Fruits and Vegetables,222.7456,Supermarket Type1
FDS45,5.175,reg,Snack Foods,105.1622,Supermarket Type1
NCJ06,20.1,Low Fat,Household,121.1782,Supermarket Type1
FDD36,13.3,Low Fat,Baking Goods,117.2124,Supermarket Type1
FDY25,12,Low Fat,Canned,182.5976,Supermarket Type1
FDU52,7.56,Low Fat,Frozen Foods,154.963,Supermarket Type1
DRK47,7.905,LF,Hard Drinks,227.0694,Supermarket Type1
NCL30,18.1,Low Fat,Household,128.4336,Supermarket Type1
FDN22,18.85,Regular,Snack Foods,251.8724,Supermarket Type1
NCF30,,Low Fat,Household,126.2362,Supermarket Type3
FDK03,12.6,Regular,Dairy,256.2356,Supermarket Type1
FDT45,15.85,Low Fat,Snack Foods,55.0956,Supermarket Type1
NCC54,,Low Fat,Health and Hygiene,239.6196,Supermarket Type3
FDP08,20.5,Regular,Fruits and Vegetables,195.3478,Supermarket Type2
FDU44,12.15,Regular,Fruits and Vegetables,163.2552,Supermarket Type1
DRG39,14.15,Low Fat,Dairy,52.7982,Supermarket Type1
FDU32,8.785,Low Fat,Fruits and Vegetables,121.9414,Supermarket Type1
FDY27,6.38,Low Fat,Dairy,178.5344,Supermarket Type1
NCP54,15.35,Low Fat,Household,123.073,Supermarket Type1
NCZ41,19.85,Low Fat,Health and Hygiene,126.4704,Supermarket Type1
DRL49,13.15,Low Fat,Soft Drinks,143.4812,Supermarket Type1
FDI05,8.35,Regular,Frozen Foods,76.4354,Supermarket Type2
FDY56,16.35,Regular,Fruits and Vegetables,226.5062,Supermarket Type1
DRC13,8.26,Regular,Soft Drinks,124.973,Supermarket Type1
NCV29,11.8,Low Fat,Health and Hygiene,179.5686,Supermarket Type1
FDR24,17.35,Regular,Baking Goods,88.983,Supermarket Type1
FDZ34,6.695,Low Fat,Starchy Foods,191.382,Supermarket Type2
FDP37,15.6,Low Fat,Breakfast,126.4994,Supermarket Type1
FDX08,,Low Fat,Fruits and Vegetables,180.9318,Supermarket Type3
FDS57,15.5,Low Fat,Snack Foods,141.447,Supermarket Type1
NCG18,15.3,Low Fat,Household,102.4332,Supermarket Type1
FDK25,11.6,Regular,Breakfast,168.9474,Supermarket Type2
FDH53,20.5,Regular,Frozen Foods,80.9592,Supermarket Type1
DRI59,9.5,Low Fat,Hard Drinks,223.0088,Supermarket Type2
FDA52,16.2,Regular,Frozen Foods,177.237,Supermarket Type1
FDT20,10.5,Low Fat,Fruits and Vegetables,38.3164,Grocery Store
FDE36,,Regular,Baking Goods,162.5868,Grocery Store
FDI24,10.3,LF,Baking Goods,174.737,Supermarket Type1
FDB28,6.615,Low Fat,Dairy,199.2426,Supermarket Type2
FDV11,9.1,Regular,Breads,176.9054,Supermarket Type1
FDP01,20.75,Regular,Breakfast,154.1682,Supermarket Type1
FDD34,,Low Fat,Snack Foods,161.721,Supermarket Type3
FDJ50,,Low Fat,Canned,52.0982,Supermarket Type3
FDZ44,8.185,LF,Fruits and Vegetables,118.5808,Supermarket Type1
DRO59,11.8,Low Fat,Hard Drinks,75.8012,Supermarket Type1
DRB48,16.75,reg,Soft Drinks,39.1822,Supermarket Type1
FDR21,19.7,Low Fat,Snack Foods,175.337,Supermarket Type2
NCE42,21.1,Low Fat,Household,234.7958,Grocery Store
FDO23,17.85,Low Fat,Breads,93.4436,Supermarket Type1
NCE30,16,Low Fat,Household,212.3902,Supermarket Type2
FDQ22,16.75,LF,Snack Foods,37.6822,Supermarket Type1
FDY01,11.8,Regular,Canned,115.3834,Supermarket Type1
FDS08,5.735,Low Fat,Fruits and Vegetables,177.837,Supermarket Type1
FDG28,9.285,Regular,Frozen Foods,246.7144,Supermarket Type2
FDQ51,16,Regular,Meat,48.1718,Supermarket Type2
FDB05,5.155,LF,Frozen Foods,249.4776,Supermarket Type1
FDO56,10.195,Regular,Fruits and Vegetables,116.5808,Supermarket Type1
FDE02,8.71,Low Fat,Canned,91.9778,Supermarket Type2
FDN45,19.35,Low Fat,Snack Foods,223.2088,Supermarket Type1
